brand,menu,category,calories,protein,fat,carbs,sodium,allergens,source_url,source_date,verified,allergen_known,allergy_source_url,image_url,description,price,price_note,media_source_url,media_checked_at
맥도날드,베이컨 토마토 디럭스,버거,570.0,29.0,11.0,14.0,933.0,계란|우유|대두|밀|돼지고기|쇠고기|토마토,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/product/pcfile/1723563896442.png,"두 장의 100% 순 쇠고기 패티에 그릴에 구워 더욱 고소한 1장의 베이컨을 얹고, 신선한 토마토와 양상추, 매콤달콤한 스위트 칠리 소스, 치즈, 마요네즈를 더해 더욱 풍부하고 신선한 맛의 프리미엄 버거",,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,쿼터파운더®치즈,버거,536.0,31.0,13.0,10.0,966.0,우유|대두|밀|쇠고기|토마토,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/product/pcfile/1723563812629.png,쿼터파운더라는 이름에서 알 수 있듯이 두 배 이상 커진 1/4파운드(113그램) 비프와 부드러운 치즈 두 장의 환상궁합! 두툼한 순 쇠고기 패티와 신선한 치즈의 풍부한 맛으로 세계적으로 사랑받고 있는 맥도날드의 대표적인 프리미엄 버거,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,치즈버거,버거,318.0,16.0,6.0,7.0,612.0,우유|대두|밀|쇠고기|토마토,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/2026/07/치즈버거.png,"고소하고 부드러운 치즈와 100% 순 쇠고기 패티, 맥도날드만의 심플한 클래식 치즈버거.",,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,더블 치즈버거,버거,479.0,27.0,12.0,8.0,896.0,우유|대두|밀|쇠고기|토마토,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/product/pcfile/1723563512104.png,고소하고 부드러운 치즈와 100% 순 쇠고기 패티가 두개 맥도날드만의 더블 치즈버거!!,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,햄버거,버거,266.0,13.0,3.5,7.0,450.0,대두|밀|쇠고기|토마토,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/2025/08/햄버거.png,"100% 순 쇠고기 패티에 상큼한 피클과 양파, 기본에 충실한 맥도날드 햄버거.",,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,트리플 치즈버거,버거,640.0,38.0,18.0,8.0,1152.0,우유|대두|밀|쇠고기|토마토,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/product/pcfile/1744956010637.png,부드러운 치즈와 풍부한 육즙의 패티를 세배 더 진하게 즐길 수 있는 트리플 치즈버거,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,토마토 치즈 비프 버거 ,버거,402.0,18.0,7.0,11.0,682.0,계란|우유|대두|밀|쇠고기|토마토,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/product/pcfile/1742426716721.png,신선한 토마토와 고소한 치즈버거의 조화,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,더블 맥스파이시® 상하이 버거,버거,867.0,38.0,6.0,10.0,1640.0,계란|대두|밀|닭고기|토마토,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/2026/02/Corp_PC_VIEW_772x530_더블상하이_EVM.png,쌀가루로 더 바삭해진 매콤한 닭가슴살 패티를 하나 더! 두 장으로 꽉 채운 매콤 바삭한 맛,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,맥크리스피™ 치킨 디럭스,버거,578.0,23.0,4.7,13.0,1297.0,계란|우유|대두|밀|쇠고기|닭고기|토마토,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/2026/02/Corp_PC_VIEW_맥크리피_치킨_디럭스_772x530_new.png,"100% 통닭다리살 겉바속촉 케이준 치킨 패티, 촉촉한 포테이토 브리오쉬 번, 스페셜 스모키 소스가 선사하는 놀랍도록 새로운 맛의 치킨 버거!",,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,맥크리스피™ 치킨 클래식,버거,567.0,23.0,4.7,11.0,1295.0,계란|우유|대두|밀|쇠고기|닭고기|토마토,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/2026/02/Corp_PC_VIEW_맥크리피_치킨_클래식_772x530_new.png,100% 통닭다리살 겉바속촉 케이준 치킨 패티! 치킨 버거 본연의 맛에 충실한 클래식 버거,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,진주 고추 크림치즈 비프 버거,버거,586.0,28.0,13.0,11.0,1077.0,계란|우유|대두|밀|돼지고기|쇠고기|토마토|아황산류,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/2026/07/Corp_PC_VIEW_772x530_고추크림치즈비프버거_EVM_맥런치.png,매콤 새콤한 진주 고추 피클이 부드럽고 고소한 크림치즈 소스에 쏙! 두 장의 비프 패티와 만나 한층 더 풍성하게!,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,진주 고추 크림치즈 치킨 버거,버거,590.0,24.0,7.0,11.0,1325.0,계란|우유|대두|밀|닭고기|토마토|아황산류,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/2026/07/Corp_PC_VIEW_772x530_고추크림치즈치킨버거_EVM_맥런치.png,진주 고추 크림치즈를 매콤 바삭한 상하이 패티에 더해 한층 더 매콤 바삭하게!,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,상하이 치킨 스낵랩,스낵 & 사이드,300.0,11.0,3.9,3.0,823.0,계란|대두|밀|돼지고기|닭고기,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/uploadFolder/product/prov_201902080435011620.png,"매콤한 치킨에 달콤한 화이트 마요 소스로 매콤달콤하게! 베이컨에 양상추, 또띠아까지 어우러져 씹는 맛까지 즐겁다!",,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,골든 모짜렐라 치즈스틱 2조각,스낵 & 사이드,165.0,8.0,4.2,1.0,288.0,우유|대두|밀,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/uploadFolder/product/prov_201902080435496530.png,속이 꽉 찬 황금빛 바삭함! 자연 모짜렐라 치즈로 빈틈 없이 고소한 맥도날드 치즈스틱을 다양하게 즐겨보세요!,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,골든 모짜렐라 치즈스틱 4조각,스낵 & 사이드,330.0,16.0,8.4,2.0,577.0,우유|대두|밀,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/2025/08/골든_모짜렐라_치즈스틱_4조각.png,속이 꽉 찬 황금빛 바삭함! 자연 모짜렐라 치즈로 빈틈 없이 고소한 맥도날드 치즈스틱을 다양하게 즐겨보세요!,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,맥너겟® 4조각,스낵 & 사이드,163.0,10.0,1.1,0.0,369.0,계란|대두|밀|닭고기|토마토|아황산류,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/product/pcfile/1612402436174.png,바삭하고 촉촉한 치킨이 한 입에 쏙! 다양한 소스로 입맛에 맞게 즐겨보세요!,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,맥너겟® 6조각,스낵 & 사이드,244.0,15.0,1.6,0.0,553.0,계란|대두|밀|닭고기|토마토|아황산류,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/2025/08/맥너겟®6조각.png,바삭하고 촉촉한 치킨이 한 입에 쏙! 다양한 소스로 입맛에 맞게 즐겨보세요!,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,맥스파이시® 치킨텐더 2조각,스낵 & 사이드,190.0,14.0,1.2,0.0,763.0,계란|대두|밀|닭고기|토마토|아황산류,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,,,,매장별 확인,,
맥도날드,후렌치 후라이 스몰,스낵 & 사이드,210.0,4.0,0.7,0.0,183.0,대두|토마토,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,,,,매장별 확인,,
맥도날드,후렌치 후라이 미디엄,스낵 & 사이드,324.0,5.0,1.0,0.0,282.0,대두|토마토,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,,,,매장별 확인,,
맥도날드,후렌치 후라이 라지,스낵 & 사이드,397.0,7.0,1.3,0.0,346.0,대두|토마토,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,,,,매장별 확인,,
맥도날드,디핑 소스 스위트 앤 사워,스낵 & 사이드,40.0,0.0,0.0,8.0,138.0,대두|밀|아황산류,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,,,,매장별 확인,,
맥도날드,디핑 소스 스위트 칠리,스낵 & 사이드,52.0,0.0,0.0,9.0,204.0,토마토,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,,,,매장별 확인,,
맥도날드,디핑 소스 케이준,스낵 & 사이드,79.0,0.0,1.1,2.0,124.0,계란|대두,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,,,,매장별 확인,,
맥도날드,코울슬로,스낵 & 사이드,179.0,1.0,1.0,18.0,307.0,계란|대두,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/product/pcfile/1680761626050.png,"양배추, 당근, 양파가 상큼하고 크리미한 마요 드레싱과 어우러져 아삭하게 씹히는 샐러드",,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,맥윙 2조각,스낵 & 사이드,228.0,14.0,3.0,0.0,602.0,계란|대두|밀|닭고기|토마토|아황산류,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/2026/03/Corp_PC_view_772x530_맥윙-2pc.png,"짭조롬하게 시즈닝 된 바삭한 껍질과 쫄깃한 속살의 조화로운 맛, 맥윙",,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,맥윙 4조각,스낵 & 사이드,455.0,28.0,6.0,1.0,1204.0,계란|대두|밀|닭고기|토마토|아황산류,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/2026/03/Corp_PC_view_772x530_맥윙-4pc.png,"짭조롬하게 시즈닝 된 바삭한 껍질과 쫄깃한 속살의 조화로운 맛, 맥윙",,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,맥윙 8조각,스낵 & 사이드,910.0,56.0,12.0,1.0,2408.0,계란|대두|밀|닭고기|토마토|아황산류,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/2026/03/Corp_PC_view_772x530_맥윙-8pc.png,"짭조롬하게 시즈닝 된 바삭한 껍질과 쫄깃한 속살의 조화로운 맛, 맥윙",,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,게살 크림 크로켓 스낵랩,스낵 & 사이드,285.0,7.0,3.8,6.0,640.0,계란|우유|대두|밀|땅콩|게,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/2026/05/Corp_PC_View_772x530_게살크림스낵랩.png,"겉은 바삭, 속은 크리미한 게살 크림 크로켓과 산뜻한 홀그레인 타르타르 소스의 조화! 입안 가득 만족감을 주는 새로운 스낵랩!",,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,진주 고추 매콤 소스,스낵 & 사이드,72.0,0.0,1.2,2.46,215.0,계란|우유|대두,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,,,,매장별 확인,,
맥도날드,오레오 맥플러리,디저트,334.0,6.0,6.0,36.0,179.0,우유|대두|밀,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/product/pcfile/1615378578396.png,우유 듬뿍 신선한 아이스크림에 아삭아삭 오레오 쿠키가 가득!,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,딸기 오레오 맥플러리,디저트,305.0,5.0,4.7,38.0,138.0,우유|대두|밀,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/product/pcfile/1615378509519.png,상큼한 딸기와 달콤한 오레오 쿠키가 신선한 우유 아이스크림에 퐁당!,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,초코 오레오 맥플러리,디저트,390.0,7.0,8.0,45.0,218.0,우유|대두|밀,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/product/pcfile/1615378451271.png,초콜릿 퍼지와 오레오 쿠키까지! 달달함이 두 배로!,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,베리 스트로베리 맥플러리,디저트,327.0,5.0,6.0,38.0,228.0,우유|대두|밀,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/product/pcfile/1617837982953.png,신선한 1등급 원유에 국내산 딸기 과즙이 들어간 스트로베리 아이스크림에 오레오가 블랜드 되어 있는 맥플러리,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,스트로베리콘,디저트,142.0,3.0,2.5,16.0,96.0,우유|밀,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/2026/02/Corp_PC_VIEW_772x530_스트로베리콘.png,신선한 1등급 원유와 딸기과즙으로 만든 아이스크림,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,아이스크림콘,디저트,146.0,3.0,2.5,15.0,67.0,우유|밀,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/2026/02/Corp_PC_VIEW_772x530_아이스크림콘.png,신선한 우유로 만든 부드러운 아이스크림 콘.,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,초코 선데이 아이스크림,디저트,323.0,6.0,8.0,39.0,170.0,우유|대두,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/uploadFolder/product/prov_201901290248295110.png,신선한 우유로 만든 아이스크림에 달콤한 초콜렛 시럽이 입안 가득.,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,딸기 선데이 아이스크림,디저트,277.0,5.0,3.9,41.0,96.0,우유,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/uploadFolder/product/prov_201901290248522410.png,신선한 우유와 딸기가 아이스크림으로 만났다!,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
맥도날드,바닐라 선데이 아이스크림,디저트,201.0,4.0,3.9,24.0,83.0,우유,https://www.mcdonalds.co.kr/kor/menu/information/nutrition,2026.08.11,True,True,,https://www.mcdonalds.co.kr/upload/product/pcfile/1657246845162.png,신선한 우유로 만든 부드럽고 달콤한 아이스크림,,매장별 확인,https://www.mcdonalds.co.kr/kor/menu/burger,2026-08-11
